"tail.number","treatment","microbiome.sample","tumor.volume","days.from.injection","unique.mouse.id","experiment","cage"
"2","Anti-PD1","HONC-60 62v2",13.5,5,"2 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"2","Anti-PD1","HONC-60 62v2",59.2085,8,"2 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"2","Anti-PD1","HONC-60 62v2",88.088,11,"2 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"2","Anti-PD1","HONC-60 62v2",85.184,14,"2 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"2","Anti-PD1","HONC-60 62v2",93.75,17,"2 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"2","Anti-PD1","HONC-60 62v2",96.356,21,"2 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"2","IgG","HONC-60 62v4",5.76,2,"2 x 2_IgG_HONC-60 62v4","mimic9","2"
"2","IgG","HONC-60 62v4",120.6,5,"2 x 2_IgG_HONC-60 62v4","mimic9","2"
"2","IgG","HONC-60 62v4",111.843,8,"2 x 2_IgG_HONC-60 62v4","mimic9","2"
"2","IgG","HONC-60 62v4",375.7,11,"2 x 2_IgG_HONC-60 62v4","mimic9","2"
"2","IgG","HONC-60 62v4",62.92,14,"2 x 2_IgG_HONC-60 62v4","mimic9","2"
"2","IgG","HONC-60 62v4",1088.2755,17,"2 x 2_IgG_HONC-60 62v4","mimic9","2"
"2","IgG","HONC-60 62v4",2331.105,21,"2 x 2_IgG_HONC-60 62v4","mimic9","2"
"2","Anti-PD1","HONC-60 62v2",45.3005,2,"2 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"2","Anti-PD1","HONC-60 62v2",80.631,5,"2 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"2","Anti-PD1","HONC-60 62v2",154.9045,8,"2 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"2","Anti-PD1","HONC-60 62v2",110.5425,11,"2 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"2","Anti-PD1","HONC-60 62v2",700.9705,14,"2 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"2","Anti-PD1","HONC-60 62v2",21.15,17,"2 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"2","Anti-PD1","HONC-60 62v2",0,21,"2 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"2","IgG","HONC-60 62v4",39.546,2,"2 x 4_IgG_HONC-60 62v4","mimic9","4"
"2","IgG","HONC-60 62v4",49.923,5,"2 x 4_IgG_HONC-60 62v4","mimic9","4"
"2","IgG","HONC-60 62v4",115.7445,8,"2 x 4_IgG_HONC-60 62v4","mimic9","4"
"2","IgG","HONC-60 62v4",122.451,11,"2 x 4_IgG_HONC-60 62v4","mimic9","4"
"2","IgG","HONC-60 62v4",255.873,14,"2 x 4_IgG_HONC-60 62v4","mimic9","4"
"2","IgG","HONC-60 62v4",584.016,17,"2 x 4_IgG_HONC-60 62v4","mimic9","4"
"2","IgG","HONC-60 62v4",926.718,21,"2 x 4_IgG_HONC-60 62v4","mimic9","4"
"3","Anti-PD1","HONC-60 62v2",19.602,2,"3 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"3","Anti-PD1","HONC-60 62v2",33.516,5,"3 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"3","Anti-PD1","HONC-60 62v2",72.8,8,"3 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"3","Anti-PD1","HONC-60 62v2",87.318,11,"3 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"3","Anti-PD1","HONC-60 62v2",72.958,14,"3 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"3","Anti-PD1","HONC-60 62v2",140.277,17,"3 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"3","Anti-PD1","HONC-60 62v2",173.8315,21,"3 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"3","IgG","HONC-60 62v4",15.138,2,"3 x 2_IgG_HONC-60 62v4","mimic9","2"
"3","IgG","HONC-60 62v4",30.6,5,"3 x 2_IgG_HONC-60 62v4","mimic9","2"
"3","IgG","HONC-60 62v4",64.387,8,"3 x 2_IgG_HONC-60 62v4","mimic9","2"
"3","IgG","HONC-60 62v4",319.7385,11,"3 x 2_IgG_HONC-60 62v4","mimic9","2"
"3","IgG","HONC-60 62v4",26.36,14,"3 x 2_IgG_HONC-60 62v4","mimic9","2"
"3","IgG","HONC-60 62v4",119.07,17,"3 x 2_IgG_HONC-60 62v4","mimic9","2"
"3","IgG","HONC-60 62v4",198.2045,21,"3 x 2_IgG_HONC-60 62v4","mimic9","2"
"3","Anti-PD1","HONC-60 62v2",28.9,2,"3 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"3","Anti-PD1","HONC-60 62v2",50.43,5,"3 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"3","Anti-PD1","HONC-60 62v2",121.7645,8,"3 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"3","Anti-PD1","HONC-60 62v2",38.446,11,"3 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"3","Anti-PD1","HONC-60 62v2",524.655,14,"3 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"3","Anti-PD1","HONC-60 62v2",9.375,17,"3 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"3","Anti-PD1","HONC-60 62v2",5.096,21,"3 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"3","IgG","HONC-60 62v4",38.88,2,"3 x 4_IgG_HONC-60 62v4","mimic9","4"
"3","IgG","HONC-60 62v4",54.0755,5,"3 x 4_IgG_HONC-60 62v4","mimic9","4"
"3","IgG","HONC-60 62v4",74.562,8,"3 x 4_IgG_HONC-60 62v4","mimic9","4"
"3","IgG","HONC-60 62v4",90.25,11,"3 x 4_IgG_HONC-60 62v4","mimic9","4"
"3","IgG","HONC-60 62v4",131.6195,14,"3 x 4_IgG_HONC-60 62v4","mimic9","4"
"3","IgG","HONC-60 62v4",191.904,17,"3 x 4_IgG_HONC-60 62v4","mimic9","4"
"3","IgG","HONC-60 62v4",298.904,21,"3 x 4_IgG_HONC-60 62v4","mimic9","4"
"1","Anti-PD1","HONC-60 68v1",0,0,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v1",43.4515,4,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v1",66.3255,6,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v1",56.074,9,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v1",89.298,12,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v1",153.164,15,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v1",292.5,18,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v1",296.45,21,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"1","Anti-PD1","HONC-60 68v2",0,0,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","Anti-PD1","HONC-60 68v2",16.896,4,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","Anti-PD1","HONC-60 68v2",40.9535,6,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","Anti-PD1","HONC-60 68v2",17.45,9,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","Anti-PD1","HONC-60 68v2",88.8255,12,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","Anti-PD1","HONC-60 68v2",66.25,15,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","Anti-PD1","HONC-60 68v2",110.3995,18,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","Anti-PD1","HONC-60 68v2",168.5345,21,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"1","IgG","HONC-60 68v1",0,0,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v1",66.0275,4,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v1",116.6135,6,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v1",104.104,9,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v1",177.8685,12,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v1",237.65,15,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v1",400.9875,18,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v1",694.8895,21,"1 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","IgG","HONC-60 68v2",0,0,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"1","IgG","HONC-60 68v2",21.6,4,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"1","IgG","HONC-60 68v2",24.025,6,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"1","IgG","HONC-60 68v2",85.8645,9,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"1","IgG","HONC-60 68v2",80.3795,12,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"1","IgG","HONC-60 68v2",123.944,15,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"1","IgG","HONC-60 68v2",309.8425,18,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"1","IgG","HONC-60 68v2",647.15,21,"1 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","Anti-PD1","HONC-60 68v1",0,0,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v1",48.6,4,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v1",109.6515,6,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v1",166.8875,9,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v1",165.9375,12,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v1",215.472,15,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v1",397.375,18,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v1",237.917,21,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"2","Anti-PD1","HONC-60 68v2",0,0,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","Anti-PD1","HONC-60 68v2",5.184,4,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","Anti-PD1","HONC-60 68v2",22.2865,6,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","Anti-PD1","HONC-60 68v2",114.513,9,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","Anti-PD1","HONC-60 68v2",112.216,12,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","Anti-PD1","HONC-60 68v2",81.027,15,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","Anti-PD1","HONC-60 68v2",15.309,18,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","Anti-PD1","HONC-60 68v2",3.9015,21,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"2","IgG","HONC-60 68v1",0,0,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v1",34.68,4,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v1",110.4125,6,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v1",57.6,9,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v1",252.8,12,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v1",426.275,15,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v1",509.2815,18,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v1",1072.8,21,"2 x 3_IgG_HONC-60 68v1","mimic10","3"
"2","IgG","HONC-60 68v2",0,0,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","IgG","HONC-60 68v2",27.864,4,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","IgG","HONC-60 68v2",27.864,6,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","IgG","HONC-60 68v2",64.1415,9,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","IgG","HONC-60 68v2",52.8275,12,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","IgG","HONC-60 68v2",115.649,15,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","IgG","HONC-60 68v2",313.088,18,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"2","IgG","HONC-60 68v2",576,21,"2 x 4_IgG_HONC-60 68v2","mimic10","4"
"3","Anti-PD1","HONC-60 68v1",0,0,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v1",34.344,4,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v1",92.778,6,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v1",72.8,9,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v1",115.6,12,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v1",21.888,15,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v1",0,18,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v1",0,21,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1"
"3","Anti-PD1","HONC-60 68v2",0,0,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","Anti-PD1","HONC-60 68v2",32.4,4,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","Anti-PD1","HONC-60 68v2",43.32,6,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","Anti-PD1","HONC-60 68v2",73.568,9,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","Anti-PD1","HONC-60 68v2",73.0355,12,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","Anti-PD1","HONC-60 68v2",93.8825,15,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","Anti-PD1","HONC-60 68v2",58.5585,18,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","Anti-PD1","HONC-60 68v2",46.225,21,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2"
"3","IgG","HONC-60 68v1",0,0,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"3","IgG","HONC-60 68v1",42.336,4,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"3","IgG","HONC-60 68v1",90.396,6,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"3","IgG","HONC-60 68v1",120.6285,9,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"3","IgG","HONC-60 68v1",267.1415,12,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"3","IgG","HONC-60 68v1",322.406,15,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"3","IgG","HONC-60 68v1",619.953,18,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"3","IgG","HONC-60 68v1",1932.294,21,"3 x 3_IgG_HONC-60 68v1","mimic10","3"
"1","Anti-PD1","HONC60-79 v2",0,0,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v2",103.518,4,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v2",205.408,7,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v2",158.8125,9,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v2",91.96,12,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v2",77.6,15,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v2",41.038,18,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v2",10.976,21,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"1","Anti-PD1","HONC60-79 v4",0,0,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","Anti-PD1","HONC60-79 v4",34.3,4,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","Anti-PD1","HONC60-79 v4",153.75,7,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","Anti-PD1","HONC60-79 v4",156.25,9,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","Anti-PD1","HONC60-79 v4",183.2335,12,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","Anti-PD1","HONC60-79 v4",365.625,15,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","Anti-PD1","HONC60-79 v4",433.84,18,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","Anti-PD1","HONC60-79 v4",460.876,21,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"1","IgG","HONC60-79 v2",0,0,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v2",2.89,4,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v2",137.82,7,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v2",45.864,9,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v2",228.69,12,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v2",506.25,15,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v2",591.658,18,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v2",1250.256,21,"1 x 3_IgG_HONC60-79 v2","mimic11","3"
"1","IgG","HONC60-79 v4",0,0,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","IgG","HONC60-79 v4",44.436,4,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","IgG","HONC60-79 v4",58.2435,7,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","IgG","HONC60-79 v4",102.396,9,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","IgG","HONC60-79 v4",249.275,12,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","IgG","HONC60-79 v4",451.452,15,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","IgG","HONC60-79 v4",449.232,18,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","IgG","HONC60-79 v4",787.968,21,"1 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","Anti-PD1","HONC60-79 v2",0,0,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v2",130.6185,4,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v2",156.8,7,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v2",276.768,9,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v2",165.308,12,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v2",212.704,15,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v2",148.716,18,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v2",6.6125,21,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"2","Anti-PD1","HONC60-79 v4",0,0,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","Anti-PD1","HONC60-79 v4",27.744,4,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","Anti-PD1","HONC60-79 v4",57.434,7,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","Anti-PD1","HONC60-79 v4",66.792,9,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","Anti-PD1","HONC60-79 v4",46.19,12,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","Anti-PD1","HONC60-79 v4",38.232,15,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","Anti-PD1","HONC60-79 v4",30.2715,18,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","Anti-PD1","HONC60-79 v4",0,21,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"2","IgG","HONC60-79 v2",0,0,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v2",85.6745,4,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v2",111.6465,7,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v2",83.79,9,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v2",236.6,12,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v2",387.706,15,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v2",1038.8485,18,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v2",1382.29,21,"2 x 3_IgG_HONC60-79 v2","mimic11","3"
"2","IgG","HONC60-79 v4",0,0,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","IgG","HONC60-79 v4",51.842,4,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","IgG","HONC60-79 v4",74.6105,7,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","IgG","HONC60-79 v4",111.375,9,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","IgG","HONC60-79 v4",181.5,12,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","IgG","HONC60-79 v4",91.035,15,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","IgG","HONC60-79 v4",64,18,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"2","IgG","HONC60-79 v4",284.752,21,"2 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","Anti-PD1","HONC60-79 v2",0,0,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v2",60.858,4,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v2",58.725,7,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v2",40.425,9,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v2",54.15,12,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v2",50.193,15,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v2",53.958,18,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v2",27.436,21,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1"
"3","Anti-PD1","HONC60-79 v4",0,0,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","Anti-PD1","HONC60-79 v4",47.1495,4,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","Anti-PD1","HONC60-79 v4",67.76,7,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","Anti-PD1","HONC60-79 v4",73.96,9,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","Anti-PD1","HONC60-79 v4",44.8,12,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","Anti-PD1","HONC60-79 v4",42.194,15,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","Anti-PD1","HONC60-79 v4",50.7195,18,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","Anti-PD1","HONC60-79 v4",70.304,21,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2"
"3","IgG","HONC60-79 v2",0,0,"3 x 3_IgG_HONC60-79 v2","mimic11","3"
"3","IgG","HONC60-79 v2",26.035,4,"3 x 3_IgG_HONC60-79 v2","mimic11","3"
"3","IgG","HONC60-79 v2",117.45,7,"3 x 3_IgG_HONC60-79 v2","mimic11","3"
"3","IgG","HONC60-79 v2",122.112,9,"3 x 3_IgG_HONC60-79 v2","mimic11","3"
"3","IgG","HONC60-79 v2",174.96,12,"3 x 3_IgG_HONC60-79 v2","mimic11","3"
"3","IgG","HONC60-79 v4",0,0,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","IgG","HONC60-79 v4",126.587,4,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","IgG","HONC60-79 v4",276.606,7,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","IgG","HONC60-79 v4",150.858,9,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","IgG","HONC60-79 v4",314.23,12,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","IgG","HONC60-79 v4",354.6,15,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","IgG","HONC60-79 v4",760.6315,18,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"3","IgG","HONC60-79 v4",1132.0155,21,"3 x 4_IgG_HONC60-79 v4","mimic11","4"
"1","Anti-PD1","HONC60-85 v2",0,0,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"1","Anti-PD1","HONC60-85 v2",31.2,5,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"1","Anti-PD1","HONC60-85 v2",93.288,9,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"1","Anti-PD1","HONC60-85 v2",67.8375,12,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"1","Anti-PD1","HONC60-85 v2",80.64,15,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"1","Anti-PD1","HONC60-85 v2",55.2,18,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"1","Anti-PD1","HONC60-85 v2",53.24,21,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"1","Anti-PD1","HONC60-85 v1",0,0,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"1","Anti-PD1","HONC60-85 v1",33.462,5,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"1","Anti-PD1","HONC60-85 v1",84.27,9,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"1","Anti-PD1","HONC60-85 v1",282.528,12,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
