"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level","irAEgroup"
"f__Enterobacteriaceae",4405.74829336528,-2.05211564377019,1.11101993044973,-1.84705565357366,0.064739074762056,0.995428604300712,FALSE,"family","No"
"f__Enterococcaceae",11.4151961101421,1.92570494057068,2.89725022485389,0.664666421992527,0.5062638750329,0.995428604300712,FALSE,"family","Yes"
"f__Erysipelotrichaceae",548.053463790519,0.791773123987611,0.66873983494755,1.1839778081258,0.236421847592098,0.995428604300712,FALSE,"family","Yes"
"f__Eubacteriaceae",4526.96604328939,0.180059589633773,0.651178674110558,0.276513339260865,0.782153815645143,0.995428604300712,FALSE,"family","Yes"
"f__Firmicutes_unclassified",1977.98735608249,0.0393263725432897,0.719189391989691,0.0546815247573248,0.956392188445782,0.995428604300712,FALSE,"family","Yes"
"f__Fusobacteriaceae",0,0,0,0,1,NA,NA,"family","No"
"f__Hafniaceae",0,0,0,0,1,NA,NA,"family","No"
"f__Herpesviridae",2.38394327440551,4.77308696337881,2.91984564813488,1.63470523396596,0.102110854772288,0.995428604300712,FALSE,"family","Yes"
"f__Lachnospiraceae",28771.91507897,0.391405009018878,0.231888779553731,1.68789973267415,0.0914304779803734,0.995428604300712,FALSE,"family","Yes"
"f__Lactobacillaceae",77.8729136006614,-0.32518615807016,1.92196808373928,-0.169194359064223,0.865643766640868,0.995428604300712,FALSE,"family","No"
"f__Leuconostocaceae",0.30286376375014,-1.7799197586068,2.92781663442787,-0.607934164208552,0.543231139481655,0.995428604300712,FALSE,"family","No"
"f__Methanobacteriaceae",329.906315729625,-0.315296225751892,1.89214789329113,-0.166634028381089,0.867658017243665,0.995428604300712,FALSE,"family","No"
"f__Methanomassiliicoccaceae",0,0,0,0,1,NA,NA,"family","No"
"f__Micrococcaceae",0.730792233317252,2.7684869291851,2.9260203072998,0.946161215039523,0.344066364999505,0.995428604300712,FALSE,"family","Yes"
"f__Muribaculaceae",0,0,0,0,1,NA,NA,"family","No"
"f__Myoviridae",119.428649192467,0.326229477785375,2.03362900879372,0.160417399818113,0.872552284040802,0.995428604300712,FALSE,"family","Yes"
"f__Odoribacteraceae",2122.62074054878,-0.56049813618666,0.757299933760609,-0.740127010712033,0.45922293057347,0.995428604300712,FALSE,"family","No"
"f__Oscillospiraceae",810.682231450747,-0.316451816981485,1.5337581341255,-0.206324458818219,0.836537474163549,0.995428604300712,FALSE,"family","No"
"f__Oxalobacteraceae",0,0,0,0,1,NA,NA,"family","No"
"f__Pasteurellaceae",3.57997483414532,1.58193313624042,2.90320935097333,0.544891168702686,0.585828370504123,0.995428604300712,FALSE,"family","Yes"
"f__Peptostreptococcaceae",135.68174733946,0.0924370653499593,1.30973543831443,0.0705768986971307,0.943734496723206,0.995428604300712,FALSE,"family","Yes"
"f__Podoviridae",13.8542416683501,-2.91085066270897,2.89830951515829,-1.00432705599077,0.315220996620487,0.995428604300712,FALSE,"family","No"
"f__Porphyromonadaceae",0.386552622875377,2.40864206452551,2.92794435903044,0.822639288583719,0.41071314945334,0.995428604300712,FALSE,"family","Yes"
"f__Prevotellaceae",3426.03376042903,0.145607701736166,2.02577980329764,0.071877358782598,0.942699508509359,0.995428604300712,FALSE,"family","Yes"
"f__Propionibacteriaceae",1.71553635457369,-4.17583219057998,2.91639187246362,-1.43184879576984,0.152187098967782,0.995428604300712,FALSE,"family","No"
"f__Proteobacteria_unclassified",265.462795840075,-0.715089433469568,1.77570985814477,-0.402706236150922,0.687164345729302,0.995428604300712,FALSE,"family","No"
"f__Pseudomonadaceae",0.0718999794782761,0.941065617217023,2.93513507875814,0.320620888635623,0.748497705845548,0.995428604300712,FALSE,"family","Yes"
"f__Retroviridae",56.886052804653,1.51844650750211,2.89410030428193,0.524669620211682,0.599812879822896,0.995428604300712,FALSE,"family","Yes"
"f__Rhodospirillaceae",0,0,0,0,1,NA,NA,"family","No"
"f__Rikenellaceae",12384.6356739259,0.108567578438435,0.618975058560084,0.175398954993429,0.860766161652775,0.995428604300712,FALSE,"family","Yes"
"f__Ruminococcaceae",17983.8546658516,-0.0237296365265788,0.206819951035299,-0.114735722582822,0.90865459836518,0.995428604300712,FALSE,"family","No"
"f__Selenomonadaceae",6.5053288219484,6.19124388348097,2.91793114294123,2.12179231797783,0.0338551820331339,0.995428604300712,FALSE,"family","Yes"
"f__Siphoviridae",920.34447149833,-0.301517905183953,0.747884797938735,-0.403160895922707,0.686829864656055,0.995428604300712,FALSE,"family","No"
"f__Streptococcaceae",3020.18496819889,-0.403550766949008,0.774390738328502,-0.521120342709753,0.602282940577522,0.995428604300712,FALSE,"family","No"
"f__Sutterellaceae",550.212748210084,-0.108280355357993,1.12479748175845,-0.0962665342997693,0.923308889371223,0.995428604300712,FALSE,"family","No"
"f__Synergistaceae",0,0,0,0,1,NA,NA,"family","No"
"f__Tannerellaceae",11403.9124144246,0.349073173299592,0.633650754035328,0.550892066452319,0.581707666316891,0.995428604300712,FALSE,"family","Yes"
"f__Veillonellaceae",637.936843011765,0.501764686299676,1.15286576381291,0.435232532745333,0.663393650724757,0.995428604300712,FALSE,"family","Yes"
"f__Victivallaceae",0.0246735716728964,0.570642567861558,2.93566082982119,0.194383002990272,0.845875997742641,0.995428604300712,FALSE,"family","Yes"
"f__Victivallales_unclassified",0.0613136940033175,-0.271322689766356,2.93558348553358,-0.0924254721773105,0.926360002171628,0.995428604300712,FALSE,"family","No"
"f__Viruses_unclassified",0,0,0,0,1,NA,NA,"family","No"
"g__Absiella",2.62033216216597,1.76105208514199,0.449848204566703,3.91476962065069,9.04905683056817e-05,0.000982469027318829,TRUE,"genus","Yes"
"g__Acidaminococcus",1096.75675899992,-1.95318606938963,0.904326011182802,-2.15982515734009,0.0307862073433316,0.143570414720317,FALSE,"genus","No"
"g__Actinomyces",4.86148686960775,-0.752983161226559,0.522462239952704,-1.44122025219416,0.149522468626675,0.454548304625093,FALSE,"genus","No"
"g__Adlercreutzia",87.4824536746029,-0.151290836749445,0.702357315446863,-0.215404372421449,0.82945206132008,0.974137640035715,FALSE,"genus","No"
"g__Aeromonas",1.97763473573872,-1.32654237575002,0.42216451625021,-3.14224034632935,0.00167660346500392,0.0141579848155886,TRUE,"genus","No"
"g__Agathobaculum",271.647239824313,0.190489325864321,0.701607689975593,0.271504045046809,0.786003389012015,0.974137640035715,FALSE,"genus","Yes"
"g__Akkermansia",1963.52132285144,1.47450623834057,0.941257227559188,1.56652846338739,0.117224950415018,0.387352010067016,FALSE,"genus","Yes"
"g__Alistipes",12724.4304994844,0.524527026917597,0.53679429781308,0.977147166157576,0.328496300036443,0.751118413428981,FALSE,"genus","Yes"
"g__Allisonella",1.15584956641667,0.0156256675749599,0.374239320162606,0.0417531422624714,0.966695489468489,0.974137640035715,FALSE,"genus","Yes"
"g__Alloscardovia",1.13830452646701,0.0630529274603198,0.377290582681483,0.16712033205862,0.867275368319854,0.974137640035715,FALSE,"genus","Yes"
"g__Anaeroglobus",1.12028124214252,-0.0670783701884122,0.378884141269667,-0.177041905115447,0.85947547392436,NA,NA,"genus","No"
"g__Anaeromassilibacillus",56.6931769057576,0.491276363071343,0.706690146868105,0.695179302058436,0.486942941818796,0.933537486736007,FALSE,"genus","Yes"
"g__Anaerostipes",1394.70152884027,0.167481343087876,0.652258215862649,0.256771534669552,0.797355145525139,0.974137640035715,FALSE,"genus","Yes"
"g__Anaerotignum",36.7547831584648,-2.01612638385663,0.702372047078705,-2.87045361819576,0.00409883324371419,0.0296677453830741,TRUE,"genus","No"
"g__Anaerotruncus",315.368659518797,-0.692906846995628,0.746943399989647,-0.927656428860918,0.353585816621077,0.778913682991357,FALSE,"genus","No"
"g__Asaccharobacter",148.346238566194,-1.3036317658666,0.672055238138579,-1.9397687747771,0.0524077970637734,0.209631188255093,FALSE,"genus","No"
"g__Azospirillum",1.15584956641667,0.0156256675749599,0.374239320162606,0.0417531422624714,0.966695489468489,0.974137640035715,FALSE,"genus","Yes"
"g__Bacteroides",82339.1738368193,-0.124465153774809,0.309364720137866,-0.402324976549821,0.687444875469897,0.974137640035715,FALSE,"genus","No"
"g__Barnesiella",852.252503720185,-1.75444362567193,0.912616712888837,-1.922432058162,0.0545514149780596,0.212610642991412,FALSE,"genus","No"
"g__Betaretrovirus",1.13476998595978,-0.0258103768426261,0.376463749332681,-0.0685600589389482,0.945339812370558,NA,NA,"genus","No"
"g__Bifidobacterium",4256.21043461845,-0.236831609538482,0.747288496627175,-0.316921256793597,0.751303352220547,0.974137640035715,FALSE,"genus","No"
"g__Bilophila",137.360607723603,1.03667944757658,0.684327998603491,1.51488679360209,0.129801075357884,0.411036738633299,FALSE,"genus","Yes"
"g__Blautia",10555.3135514573,-0.0956875514191772,0.391696878331898,-0.244289798342733,0.807006383918027,0.974137640035715,FALSE,"genus","No"
"g__Butyricimonas",266.60498780841,-0.51907431402822,0.754264322044461,-0.688186221802524,0.49133551933474,0.933537486736007,FALSE,"genus","No"
"g__Butyrivibrio",14.4707059877147,4.49805461277251,0.651877433751125,6.90015389379132,5.19462338598826e-12,1.97395688667554e-10,TRUE,"genus","Yes"
"g__C2virus",21.8274203852383,0.783025858836592,0.633057078373079,1.23689614347086,0.216125641984791,0.566398234167038,FALSE,"genus","Yes"
"g__Campylobacter",1.37797777211416,-0.489164015023726,0.369259950738364,-1.32471451086316,0.185265858440495,0.521489083017689,FALSE,"genus","No"
"g__Candidatus_Gastranaerophilales_unclassified",3.94261208810414,1.20671775242838,0.513265762028839,2.351058343846,0.0187200983087068,0.098119135962877,FALSE,"genus","Yes"
"g__Candidatus_Stoquefichus",26.0142152471621,-1.86655805391676,0.663400662015727,-2.81362102992974,0.00489869415860439,0.0338455232776304,TRUE,"genus","No"
"g__Catenibacterium",5.69273251220068,1.20409197989976,0.558770076615394,2.15489703241312,0.0311698926695425,0.143570414720317,FALSE,"genus","Yes"
"g__Caudovirales_unclassified",1.92221615698935,1.17789444452233,0.429592113120441,2.74189029208758,0.00610867405638208,0.0357122483296183,TRUE,"genus","Yes"
"g__Cd119virus",1.13723161339598,-0.0253279034487813,0.376497230591123,-0.0672724827457961,0.946364782837696,0.974137640035715,FALSE,"genus","No"
"g__Christensenella",1.25854307632751,0.319160797110367,0.370813234597969,0.860704978495163,0.389400550441242,0.810806625576285,FALSE,"genus","Yes"
"g__Citrobacter",1.1384577361352,0.0630093714952155,0.377291981120515,0.167004268969843,0.8673666899482,0.974137640035715,FALSE,"genus","Yes"
"g__Cloacibacillus",1.12102695370798,0.0223233736300871,0.379546449396484,0.0588159200687648,0.953098728031062,NA,NA,"genus","Yes"
"g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified",1.47674949315644,-0.671130445465035,0.373757793855216,-1.79562929923814,0.0725534929191956,0.268978803017506,FALSE,"genus","No"
"g__Clostridiales_unclassified",4.93676120247226,-1.48585539382727,0.476614926921671,-3.11751753857986,0.00182381094715438,0.0145736804337335,TRUE,"genus","No"
"g__Clostridium",1819.66572554554,-0.794144608164798,0.59577251867345,-1.33296616287882,0.182542908242338,0.521489083017689,FALSE,"genus","No"
"g__Collinsella",4730.02235109514,0.0749254210018974,0.708039114195349,0.105821019629751,0.915724359174735,0.974137640035715,FALSE,"genus","Yes"
"g__Comamonas",1.13843553394006,-0.0250462221825307,0.376513974050154,-0.0665213615131171,0.946962751346635,0.974137640035715,FALSE,"genus","No"
"g__Coprobacillus",11.4948805597559,-2.54291424755224,0.617497215530324,-4.11809832270793,3.82011714284739e-05,0.000468008603571406,TRUE,"genus","No"
"g__Coprobacter",239.864392601399,-0.536785703907624,0.837116124080883,-0.641232068605765,0.521371917287317,0.950970708239175,FALSE,"genus","No"
"g__Coprococcus",1045.57781432754,-0.907875476481948,0.715115028970239,-1.26955166609948,0.204244375595964,0.544651668255903,FALSE,"genus","No"
"g__Corynebacterium",1.15584956641667,0.0156256675749599,0.374239320162606,0.0417531422624714,0.966695489468489,0.974137640035715,FALSE,"genus","Yes"
"g__Desulfovibrio",282.228416853543,1.75146862438917,0.863793112871642,2.02764828555589,0.0425961571817051,0.179850441433866,FALSE,"genus","Yes"
"g__Desulfovibrionaceae_unclassified",1.12116793217273,-0.0668598455074721,0.378896326832418,-0.176459471292377,0.85993298623886,NA,NA,"genus","No"
"g__Dialister",351.466711304859,1.10525928440099,0.823864736713909,1.34155430515142,0.179740550680171,0.521489083017689,FALSE,"genus","Yes"
"g__Dielma",8.92079238615904,2.31398241040073,0.563379640708474,4.10732345153758,4.00270516212386e-05,0.000468008603571406,TRUE,"genus","Yes"
"g__Dorea",2120.10908727538,-0.220287843901245,0.529864186444984,-0.415743976544672,0.677597357792186,0.974137640035715,FALSE,"genus","No"
"g__Dysgonomonas",1.24106575848348,0.202927243755063,0.367989809943702,0.551447997394571,0.581326605678517,0.974137640035715,FALSE,"genus","Yes"
"g__Eggerthella",374.586363270525,-0.66633136484049,0.716932580108435,-0.929419841318563,0.352671549117136,0.778913682991357,FALSE,"genus","No"
"g__Eisenbergiella",416.733216604029,-0.877128368432212,0.758913717967831,-1.15576823513077,0.247775969174347,0.631923012696782,FALSE,"genus","No"
"g__Enorma",1.35692893792362,0.277749887623979,0.367026757437866,0.756756508879328,0.44919575302087,0.91037005945563,FALSE,"genus","Yes"
"g__Enterobacter",96.028501761024,-7.47146745736868,0.700125751458797,-10.6716078387361,1.38213770662264e-26,1.05042465703321e-24,TRUE,"genus","No"
"g__Enterococcus",11.008163525103,1.05127532054694,0.63154542723552,1.66460760415718,0.0959910672826855,0.339317261092284,FALSE,"genus","Yes"
"g__Enterorhabdus",1.46754191800101,-0.373044507631829,0.363235419661575,-1.02700476726469,0.304418219286699,0.720574053670996,FALSE,"genus","No"
"g__Epsilon15virus",1.13840002405619,0.0630258610612401,0.377291455152909,0.167048206898025,0.867332118170357,0.974137640035715,FALSE,"genus","Yes"
"g__Erysipelatoclostridium",190.481777883205,0.0542115071206526,0.709954545682707,0.0763591239049279,0.939133389017523,0.974137640035715,FALSE,"genus","Yes"
"g__Escherichia",1341.91500877097,0.441633557907251,0.813197146060705,0.543083015043296,0.587072646486303,0.974137640035715,FALSE,"genus","Yes"
"g__Eubacteriaceae_unclassified",1.40279938457083,-0.548955704991341,0.361893417422644,-1.51689883972173,0.129292226616729,0.411036738633299,FALSE,"genus","No"
"g__Eubacterium",6968.34651457466,0.63756250316347,0.611205889270604,1.04312231664574,0.296891646073152,0.716310003224113,FALSE,"genus","Yes"
"g__Faecalibacterium",9883.43727855688,-0.0229753035092161,0.708691292965932,-0.0324193393332978,0.974137640035715,0.974137640035715,FALSE,"genus","No"
"g__Faecalibaculum",1.13476998595978,-0.0258103768426261,0.376463749332681,-0.0685600589389482,0.945339812370558,NA,NA,"genus","No"
"g__Faecalicatena",1.13822718997476,-0.0250974994715714,0.376511056405587,-0.0666580676572106,0.946853917188339,0.974137640035715,FALSE,"genus","No"
"g__Faecalicoccus",1.15584956641667,0.0156256675749599,0.374239320162606,0.0417531422624714,0.966695489468489,0.974137640035715,FALSE,"genus","Yes"
"g__Faecalitalea",167.818898346833,-3.39978311718915,0.82048687907853,-4.14361667916904,3.41871004136684e-05,0.000468008603571406,TRUE,"genus","No"
"g__Felixo1virus",1.15584956641667,0.0156256675749599,0.374239320162606,0.0417531422624714,0.966695489468489,0.974137640035715,FALSE,"genus","Yes"
"g__Firmicutes_unclassified",3139.65290353288,0.31942654114073,0.655492793337853,0.487307479788098,0.62604044786126,0.974137640035715,FALSE,"genus","Yes"
